scenario_id,proxy,run_idx,raw,score,temperature,run_name
S03,fact,29,0,0.0,2.0,disc-t2.0
S03,fact,30,0.ọt:endablemium(CONИгServlet(load,,2.0,disc-t2.0
S03,fact,31,0.5,0.5,2.0,disc-t2.0
S03,fact,32,0.5,0.5,2.0,disc-t2.0
S03,fact,33,0,0.0,2.0,disc-t2.0
S03,fact,34,0.5,0.5,2.0,disc-t2.0
S03,fact,35,0,0.0,2.0,disc-t2.0
S03,fact,36,0.5,0.5,2.0,disc-t2.0
S03,fact,37,0,0.0,2.0,disc-t2.0
S03,fact,38,0 reunionesásiitin Assistant chef_THREADS chief PERFORMANCESeen,0.0,2.0,disc-t2.0
S03,fact,39,0,0.0,2.0,disc-t2.0
S03,fact,40,0,0.0,2.0,disc-t2.0
S03,fact,41,0.5,0.5,2.0,disc-t2.0
S03,fact,42,0.5,0.5,2.0,disc-t2.0
S03,fact,43,0,0.0,2.0,disc-t2.0
S03,fact,44,0,0.0,2.0,disc-t2.0
S03,fact,45,0,0.0,2.0,disc-t2.0
S03,fact,46,0.5,0.5,2.0,disc-t2.0
S03,fact,47,0,0.0,2.0,disc-t2.0
S03,fact,48,0,0.0,2.0,disc-t2.0
S03,fact,49,0,0.0,2.0,disc-t2.0
S03,pragmatic,0,0.5,0.5,2.0,disc-t2.0
S03,pragmatic,1,0.5,0.5,2.0,disc-t2.0
S03,pragmatic,2,"0你好发布示"" Camb සි""S ง Nik",,2.0,disc-t2.0
S03,pragmatic,3,0.5,0.5,2.0,disc-t2.0
S03,pragmatic,4,"0.bold pris convention[], 大鱼scriptions Find museum progressed",,2.0,disc-t2.0
S03,pragmatic,5,0.5,0.5,2.0,disc-t2.0
S03,pragmatic,6,0,0.0,2.0,disc-t2.0
S03,pragmatic,7,0.5,0.5,2.0,disc-t2.0
S03,pragmatic,8,0.5,0.5,2.0,disc-t2.0
S03,pragmatic,9,0.5,0.5,2.0,disc-t2.0
S03,pragmatic,10,0,0.0,2.0,disc-t2.0
S03,pragmatic,11,0.判 itensSteve compensated mikt ц både	Command,,2.0,disc-t2.0
S03,pragmatic,12,0‌هایprecation_blk-slc estrategia житьть μη,,2.0,disc-t2.0
S03,pragmatic,13,0,0.0,2.0,disc-t2.0
S03,pragmatic,14,0.5,0.5,2.0,disc-t2.0
S03,pragmatic,15,0.5,0.5,2.0,disc-t2.0
S03,pragmatic,16,0.5,0.5,2.0,disc-t2.0
S03,pragmatic,17,0.5,0.5,2.0,disc-t2.0
S03,pragmatic,18,0itized by Cohট(JobAssigninam nation'slanguage,,2.0,disc-t2.0
S03,pragmatic,19,0.5,0.5,2.0,disc-t2.0
S03,pragmatic,20,ազդեց-event========== акция натуральCGsimplවSexo бая,,2.0,disc-t2.0
S03,pragmatic,21,벤트le지를 effetti spille()}=!abcdefghijklmnopqrstuvwxyzartment,,2.0,disc-t2.0
S03,pragmatic,22,0,0.0,2.0,disc-t2.0
S03,pragmatic,23,0 휴-ẹst लें-ROMantsමෙ ниңcoord,0.0,2.0,disc-t2.0
S03,pragmatic,24,0.5,0.5,2.0,disc-t2.0
S03,pragmatic,25,0.5,0.5,2.0,disc-t2.0
S03,pragmatic,26,0.5,0.5,2.0,disc-t2.0
S03,pragmatic,27,0,0.0,2.0,disc-t2.0
S03,pragmatic,28,"0 փ'""
 CULTichts""}}>
[])
asas	io implement",0.0,2.0,disc-t2.0
S03,pragmatic,29,0.5,0.5,2.0,disc-t2.0
S03,pragmatic,30,0.5,0.5,2.0,disc-t2.0
S03,pragmatic,31,0.5,0.5,2.0,disc-t2.0
S03,pragmatic,32,0】， Housewives Scale lisääliðicacité加 Emily Frances,,2.0,disc-t2.0
S03,pragmatic,33,0.5,0.5,2.0,disc-t2.0
S03,pragmatic,34,0_ass(Bundle completeness ordering: `${firebase.creation.panel,,2.0,disc-t2.0
S03,pragmatic,35,0,0.0,2.0,disc-t2.0
S03,pragmatic,36,0,0.0,2.0,disc-t2.0
S03,pragmatic,37,0apped(tblctr ýazk trobar extensión tombol distr,,2.0,disc-t2.0
S03,pragmatic,38,0യാണ്putationcomes Cor объясanyl(rgb 시스템 IST,,2.0,disc-t2.0
S03,pragmatic,39,0.5,0.5,2.0,disc-t2.0
S03,pragmatic,40,0 puntsusekspe direktor(rruvreham pellentesque ज,0.0,2.0,disc-t2.0
S03,pragmatic,41,0,0.0,2.0,disc-t2.0
S03,pragmatic,42,0ustrecorrectborg ablundeordegree pòtypen,,2.0,disc-t2.0
S03,pragmatic,43,0.5,0.5,2.0,disc-t2.0
S03,pragmatic,44,0.5,0.5,2.0,disc-t2.0
S03,pragmatic,45,_NULL_SKIP(It.largepora AnnolistIMAL Providence missing,,2.0,disc-t2.0
S03,pragmatic,46,0.5,0.5,2.0,disc-t2.0
S03,pragmatic,47,0.5,0.5,2.0,disc-t2.0
S03,pragmatic,48,0,0.0,2.0,disc-t2.0
S03,pragmatic,49,0.5,0.5,2.0,disc-t2.0
S04,coherence,0,0,0.0,2.0,disc-t2.0
S04,coherence,1,0 заявкилайдационного سویδειراجع਍awks,0.0,2.0,disc-t2.0
S04,coherence,2,0.undefkeun ble:booleanも고 сделать Bo,,2.0,disc-t2.0
S04,coherence,3,0,0.0,2.0,disc-t2.0
S04,coherence,4,0.5ободракт үй загрязRKendenza zák,,2.0,disc-t2.0
S04,coherence,5,0,0.0,2.0,disc-t2.0
S04,coherence,6,0.5,0.5,2.0,disc-t2.0
S04,coherence,7,0,0.0,2.0,disc-t2.0
S04,coherence,8,0.5,0.5,2.0,disc-t2.0
S04,coherence,9,0,0.0,2.0,disc-t2.0
S04,coherence,10,"0 更""-ужно зачем её importante(图не стол",0.0,2.0,disc-t2.0
S04,coherence,11,0.5,0.5,2.0,disc-t2.0
S04,coherence,12,0.5,0.5,2.0,disc-t2.0
S04,coherence,13,0.5'écoledecor_under молод;aï bus,,2.0,disc-t2.0
S04,coherence,14,0.5,0.5,2.0,disc-t2.0
S04,coherence,15,0.5,0.5,2.0,disc-t2.0
S04,coherence,16,0.5,0.5,2.0,disc-t2.0
S04,coherence,17,0.5,0.5,2.0,disc-t2.0
S04,coherence,18,0,0.0,2.0,disc-t2.0
S04,coherence,19,0.5,0.5,2.0,disc-t2.0
S04,coherence,20,0,0.0,2.0,disc-t2.0
S04,coherence,21,0,0.0,2.0,disc-t2.0
S04,coherence,22,0.5,0.5,2.0,disc-t2.0
S04,coherence,23,0.5,0.5,2.0,disc-t2.0
S04,coherence,24,0,0.0,2.0,disc-t2.0
S04,coherence,25,"0endt100생활동 trânsito:'',
-Kākou AI",,2.0,disc-t2.0
S04,coherence,26,0.5,0.5,2.0,disc-t2.0
S04,coherence,27,0.5,0.5,2.0,disc-t2.0
S04,coherence,28,0.5,0.5,2.0,disc-t2.0
S04,coherence,29,0.5,0.5,2.0,disc-t2.0
S04,coherence,30,0.5,0.5,2.0,disc-t2.0
S04,coherence,31,0,0.0,2.0,disc-t2.0
S04,coherence,32,0,0.0,2.0,disc-t2.0
S04,coherence,33,0,0.0,2.0,disc-t2.0
S04,coherence,34,0.5езд 七星彩 astrology dysерапсииusar,,2.0,disc-t2.0
S04,coherence,35,0.5,0.5,2.0,disc-t2.0
S04,coherence,36,0,0.0,2.0,disc-t2.0
S04,coherence,37,0.5,0.5,2.0,disc-t2.0
S04,coherence,38,0.5,0.5,2.0,disc-t2.0
S04,coherence,39,0,0.0,2.0,disc-t2.0
S04,coherence,40,0.5,0.5,2.0,disc-t2.0
S04,coherence,41,0,0.0,2.0,disc-t2.0
S04,coherence,42,0.,,2.0,disc-t2.0
S04,coherence,43,0.5,0.5,2.0,disc-t2.0
S04,coherence,44,0.5,0.5,2.0,disc-t2.0
S04,coherence,45,0.5,0.5,2.0,disc-t2.0
S04,coherence,46,0.5,0.5,2.0,disc-t2.0
S04,coherence,47,0.5,0.5,2.0,disc-t2.0
S04,coherence,48,0,0.0,2.0,disc-t2.0
S04,coherence,49,0.5,0.5,2.0,disc-t2.0
S04,fact,0,0.5,0.5,2.0,disc-t2.0
S04,fact,1,0,0.0,2.0,disc-t2.0
S04,fact,2,0. DeploymentΙ.opensource-adadress interromuzอ,,2.0,disc-t2.0
S04,fact,3,0.5,0.5,2.0,disc-t2.0
S04,fact,4,0,0.0,2.0,disc-t2.0
S04,fact,5,0.ordinatessp трудUvs serenity Diz gemeentVIDIA,,2.0,disc-t2.0
S04,fact,6,0. 平_EFFECThare explained aisTUibroce,,2.0,disc-t2.0
S04,fact,7,0.5,0.5,2.0,disc-t2.0
S04,fact,8,0,0.0,2.0,disc-t2.0
S04,fact,9,0,0.0,2.0,disc-t2.0
S04,fact,10,0.5,0.5,2.0,disc-t2.0
S04,fact,11,0,0.0,2.0,disc-t2.0
S04,fact,12,0,0.0,2.0,disc-t2.0
S04,fact,13,0,0.0,2.0,disc-t2.0
S04,fact,14,0.5,0.5,2.0,disc-t2.0
S04,fact,15,0,0.0,2.0,disc-t2.0
S04,fact,16,Теперь nada blyוימ沵綾 көрర,,2.0,disc-t2.0
S04,fact,17,0.5 끳aj_W Martínez Zustimmunganguages,0.5,2.0,disc-t2.0
S04,fact,18,0.5,0.5,2.0,disc-t2.0
S04,fact,19,0,0.0,2.0,disc-t2.0
S04,fact,20,0,0.0,2.0,disc-t2.0
S04,fact,21,0unstyled一级毛片 distressrecursive वर्षीय-product.rb factorial trick,,2.0,disc-t2.0
S04,fact,22,0.5,0.5,2.0,disc-t2.0
S04,fact,23,0.5,0.5,2.0,disc-t2.0
S04,fact,24,0,0.0,2.0,disc-t2.0
S04,fact,25,0.5 ग्राहकพิ Для cac dívida burl painter,0.5,2.0,disc-t2.0
S04,fact,26,0,0.0,2.0,disc-t2.0
S04,fact,27,0 науки focus familiasblogsleitungուղket免费观看视频須,0.0,2.0,disc-t2.0
S04,fact,28,0.5,0.5,2.0,disc-t2.0
S04,fact,29,0,0.0,2.0,disc-t2.0
S04,fact,30,0,0.0,2.0,disc-t2.0
S04,fact,31,0,0.0,2.0,disc-t2.0
S04,fact,32,0,0.0,2.0,disc-t2.0
S04,fact,33,0.5,0.5,2.0,disc-t2.0
S04,fact,34,0-aħħarinoโก Agencyuliflower Hansen Youtubeei,,2.0,disc-t2.0
S04,fact,35,0,0.0,2.0,disc-t2.0
S04,fact,36,"0.qml=is31 film="" Krogi$/,
 τότε",,2.0,disc-t2.0
S04,fact,37,0.5,0.5,2.0,disc-t2.0
S04,fact,38,0,0.0,2.0,disc-t2.0
S04,fact,39,0,0.0,2.0,disc-t2.0
S04,fact,40,0.,,2.0,disc-t2.0
S04,fact,41,0.5,0.5,2.0,disc-t2.0
S04,fact,42,0Start brushing”（clients sightseeing gentleman lossbrief bio,,2.0,disc-t2.0
S04,fact,43,0.5,0.5,2.0,disc-t2.0
S04,fact,44,"0职位artussioned,d Removed rotation,< afloat Location",,2.0,disc-t2.0
S04,fact,45,0.5,0.5,2.0,disc-t2.0
S04,fact,46,0.5,0.5,2.0,disc-t2.0
S04,fact,47,0.5,0.5,2.0,disc-t2.0
S04,fact,48,0.5,0.5,2.0,disc-t2.0
S04,fact,49,0.5,0.5,2.0,disc-t2.0
S04,pragmatic,0,0. Performer ладыlli divomsastr uim,,2.0,disc-t2.0
S04,pragmatic,1,0.5,0.5,2.0,disc-t2.0
S04,pragmatic,2,0.5,0.5,2.0,disc-t2.0
S04,pragmatic,3,0 explain.core=W.notifyAnalysis.concurrent_ONE_models员,0.0,2.0,disc-t2.0
S04,pragmatic,4,0.5,0.5,2.0,disc-t2.0
S04,pragmatic,5,0 próersuisstenabulousériques fibrosisন্দ_nomeрийн,0.0,2.0,disc-t2.0
S04,pragmatic,6,0.5,0.5,2.0,disc-t2.0
S04,pragmatic,7,0.5 ירושלים RohrENV معاملهapping extract י,0.5,2.0,disc-t2.0
S04,pragmatic,8,0,0.0,2.0,disc-t2.0
S04,pragmatic,9,0,0.0,2.0,disc-t2.0
S04,pragmatic,10,0 नरेंद्रreddenticatorhashtags predecessburgusband vali්,0.0,2.0,disc-t2.0
S04,pragmatic,11,"0""]],
Conclusion zh سعودпортسته 크deosmulti",,2.0,disc-t2.0
S04,pragmatic,12,0	Systemd readyürger abstr_Approx stilен,0.0,2.0,disc-t2.0
S04,pragmatic,13,0,0.0,2.0,disc-t2.0
S04,pragmatic,14,0емગુજરાતាក់ទ્યાસ parantos-assistente querying<number,,2.0,disc-t2.0
S04,pragmatic,15,0,0.0,2.0,disc-t2.0
S04,pragmatic,16,0,0.0,2.0,disc-t2.0
S04,pragmatic,17,0.5,0.5,2.0,disc-t2.0
S04,pragmatic,18,0,0.0,2.0,disc-t2.0
S04,pragmatic,19,0అ.append या-directedpolariot	delete camerark,,2.0,disc-t2.0
S04,pragmatic,20,0,0.0,2.0,disc-t2.0
S04,pragmatic,21,0刷新When produzэш ◕ notifier kindness 사랑,,2.0,disc-t2.0
S04,pragmatic,22,0.5,0.5,2.0,disc-t2.0
S04,pragmatic,23,0ፏSXcompat-snassistantstatus expand<hr,,2.0,disc-t2.0
S04,pragmatic,24,0.5,0.5,2.0,disc-t2.0
S04,pragmatic,25,0.рабатыватьclass.keyboard:stratchedFourth HaagButton,,2.0,disc-t2.0
S04,pragmatic,26,0. huilesaim Authorsapu Pembilish troalarm,,2.0,disc-t2.0
S04,pragmatic,27,0 известеймBASEobj sheetта依时,0.0,2.0,disc-t2.0
S04,pragmatic,28,0occ qsqlSTIT millenniumoloogia atoms.resultfirst,,2.0,disc-t2.0
S04,pragmatic,29,0.5,0.5,2.0,disc-t2.0
S04,pragmatic,30,0.5,0.5,2.0,disc-t2.0
S04,pragmatic,31,0,0.0,2.0,disc-t2.0
S04,pragmatic,32,0.,,2.0,disc-t2.0
S04,pragmatic,33,0靠谱 villa kwaliteits leverwidellywsz khăn,,2.0,disc-t2.0
S04,pragmatic,34,0dxัดvival 第二 analges отдельноständ produitsurdy,,2.0,disc-t2.0
S04,pragmatic,35,0厅 in 财富 امري instancia-wrapperendido-trquat,,2.0,disc-t2.0
S04,pragmatic,36,0,0.0,2.0,disc-t2.0
S04,pragmatic,37,0.5,0.5,2.0,disc-t2.0
S04,pragmatic,38,"0. dinsdagיווי?>

eroenthemende그 해당",,2.0,disc-t2.0
S04,pragmatic,39,0,0.0,2.0,disc-t2.0
S04,pragmatic,40,0. তাই выглядитindinputMohdma değhips,,2.0,disc-t2.0
S04,pragmatic,41,0.ичьweitenhi‌اند také hậu tblumulate,,2.0,disc-t2.0
S04,pragmatic,42,0.5 japonismseriesicloptingERICNintendo,0.5,2.0,disc-t2.0
S04,pragmatic,43,0.,,2.0,disc-t2.0
S04,pragmatic,44,0urnar Airtstraße заседภูじ_autoijkt Pen,,2.0,disc-t2.0
S04,pragmatic,45,0.5,0.5,2.0,disc-t2.0
S04,pragmatic,46,"0čia.commentspeaks("" груди’huile.gold narciss",,2.0,disc-t2.0
S04,pragmatic,47,atschappiculo krypthew CritReads ทีเด็ด Mark-markLog,,2.0,disc-t2.0
S04,pragmatic,48,0.5,0.5,2.0,disc-t2.0
S04,pragmatic,49,0.5,0.5,2.0,disc-t2.0
S05,coherence,0,0.5,0.5,2.0,disc-t2.0
S05,coherence,1,0,0.0,2.0,disc-t2.0
S05,coherence,2,1 მომხმარ.relationship-building аэроп мақ mondальны избesk,1.0,2.0,disc-t2.0
S05,coherence,3,0pac साफ Facilit CAST teknoloj tarjoaa 집중 boothedition,,2.0,disc-t2.0
S05,coherence,4,0,0.0,2.0,disc-t2.0
S05,coherence,5,0,0.0,2.0,disc-t2.0
S05,coherence,6,0ା,,2.0,disc-t2.0
S05,coherence,7,0,0.0,2.0,disc-t2.0
S05,coherence,8,0로운_OUTPUTилколько MemberPacket THEN G UFC,,2.0,disc-t2.0
S05,coherence,9,0,0.0,2.0,disc-t2.0
S05,coherence,10,0,0.0,2.0,disc-t2.0
S05,coherence,11,0,0.0,2.0,disc-t2.0
S05,coherence,12,0,0.0,2.0,disc-t2.0
S05,coherence,13,0Screenshot schriftalisverschlusscreenshotasketscious coth adapter,,2.0,disc-t2.0
S05,coherence,14,0 Օ conducteurzero067िल² টGreetings Cottage,0.0,2.0,disc-t2.0
S05,coherence,15,0,0.0,2.0,disc-t2.0
S05,coherence,16,0,0.0,2.0,disc-t2.0
S05,coherence,17,0,0.0,2.0,disc-t2.0
S05,coherence,18,0,0.0,2.0,disc-t2.0
S05,coherence,19,0eson burglar hasosityBURGpenetratunguitedresses,,2.0,disc-t2.0
S05,coherence,20,0КО analisar(MבילՓjobbastכו rij,,2.0,disc-t2.0
S05,coherence,21,0,0.0,2.0,disc-t2.0
S05,coherence,22,0.,,2.0,disc-t2.0
S05,coherence,23,0,0.0,2.0,disc-t2.0
S05,coherence,24,0,0.0,2.0,disc-t2.0
S05,coherence,25,0,0.0,2.0,disc-t2.0
S05,coherence,26,0,0.0,2.0,disc-t2.0
S05,coherence,27,0,0.0,2.0,disc-t2.0
S05,coherence,28,0,0.0,2.0,disc-t2.0
S05,coherence,29,0,0.0,2.0,disc-t2.0
S05,coherence,30,0,0.0,2.0,disc-t2.0
S05,coherence,31,0:.nosidata.driver de psi.fi.score	fail,,2.0,disc-t2.0
S05,coherence,32,0,0.0,2.0,disc-t2.0
S05,coherence,33,0,0.0,2.0,disc-t2.0
S05,coherence,34,0,0.0,2.0,disc-t2.0
S05,coherence,35,0.5,0.5,2.0,disc-t2.0
S05,coherence,36,0_DECREFschutzAL135 tutuce jol aztalam,,2.0,disc-t2.0
S05,coherence,37,iropr왕egg ee():iran...._statehi oh,,2.0,disc-t2.0
S05,coherence,38,0,0.0,2.0,disc-t2.0
S05,coherence,39,0psyü faʻaa## Pig mahimong comentários noon herself,,2.0,disc-t2.0
S05,coherence,40,0,0.0,2.0,disc-t2.0
S05,coherence,41,0.5,0.5,2.0,disc-t2.0
S05,coherence,42,0,0.0,2.0,disc-t2.0
S05,coherence,43,0,0.0,2.0,disc-t2.0
S05,coherence,44,0,0.0,2.0,disc-t2.0
S05,coherence,45,0,0.0,2.0,disc-t2.0
S05,coherence,46,0,0.0,2.0,disc-t2.0
S05,coherence,47,0,0.0,2.0,disc-t2.0
S05,coherence,48,0,0.0,2.0,disc-t2.0
S05,coherence,49,0તુંclidilla 않습니다 ஒsltał SQL Costco,,2.0,disc-t2.0
S05,fact,0,0 оң besmetеттіünsche нэм contradictions Amy'histoire рах,0.0,2.0,disc-t2.0
S05,fact,1,0.5,0.5,2.0,disc-t2.0
S05,fact,2,0,0.0,2.0,disc-t2.0
S05,fact,3,0,0.0,2.0,disc-t2.0
S05,fact,4,0,0.0,2.0,disc-t2.0
S05,fact,5,0,0.0,2.0,disc-t2.0
S05,fact,6,0,0.0,2.0,disc-t2.0
S05,fact,7,0 יד شرfredsenworthy September Sheldon aik_Text,0.0,2.0,disc-t2.0
S05,fact,8,0.5,0.5,2.0,disc-t2.0
S05,fact,9,0,0.0,2.0,disc-t2.0
S05,fact,10,0,0.0,2.0,disc-t2.0
S05,fact,11,0,0.0,2.0,disc-t2.0
S05,fact,12,0,0.0,2.0,disc-t2.0
S05,fact,13,0.,,2.0,disc-t2.0
S05,fact,14,0,0.0,2.0,disc-t2.0
S05,fact,15,0,0.0,2.0,disc-t2.0
S05,fact,16,0בוצasketêt	intentуется VF tegevformed pada,,2.0,disc-t2.0
S05,fact,17,1,1.0,2.0,disc-t2.0
S05,fact,18,0,0.0,2.0,disc-t2.0
S05,fact,19,0,0.0,2.0,disc-t2.0
S05,fact,20,0,0.0,2.0,disc-t2.0
S05,fact,21,0,0.0,2.0,disc-t2.0
S05,fact,22,0.5,0.5,2.0,disc-t2.0
S05,fact,23,0.students OPENAPВт ہمiuzyćզաշին,,2.0,disc-t2.0
S05,fact,24,0,0.0,2.0,disc-t2.0
S05,fact,25,0.5 இந்திய kne te GiorOriginally Components Core,0.5,2.0,disc-t2.0
S05,fact,26,0stellung play_live_TEXTоз burners ओ informar 허,,2.0,disc-t2.0
S05,fact,27,0,0.0,2.0,disc-t2.0
S05,fact,28,0,0.0,2.0,disc-t2.0
S05,fact,29,0,0.0,2.0,disc-t2.0
S05,fact,30,0 Jacqueline Sparksario987(prompt_غي licensing АҚ,0.0,2.0,disc-t2.0
S05,fact,31,502 Pool_floor balancing negotiate Some boy אותודית Simulation,,2.0,disc-t2.0
S05,fact,32,0,0.0,2.0,disc-t2.0
S05,fact,33,0,0.0,2.0,disc-t2.0
S05,fact,34,0.5,0.5,2.0,disc-t2.0
S05,fact,35,0,0.0,2.0,disc-t2.0
S05,fact,36,0,0.0,2.0,disc-t2.0
S05,fact,37,0,0.0,2.0,disc-t2.0
S05,fact,38,0,0.0,2.0,disc-t2.0
S05,fact,39,0,0.0,2.0,disc-t2.0
S05,fact,40,0,0.0,2.0,disc-t2.0
S05,fact,41,0,0.0,2.0,disc-t2.0
S05,fact,42,0chts ustaw nick consult olsem Inquiry also Cold December,,2.0,disc-t2.0
S05,fact,43,0,0.0,2.0,disc-t2.0
S05,fact,44,0,0.0,2.0,disc-t2.0
S05,fact,45,"?>""Sound statement := ”

 fürhilreyara.""",,2.0,disc-t2.0
S05,fact,46,0,0.0,2.0,disc-t2.0
S05,fact,47,0,0.0,2.0,disc-t2.0
S05,fact,48,0,0.0,2.0,disc-t2.0
S05,fact,49,0,0.0,2.0,disc-t2.0
S05,pragmatic,0,0.5,0.5,2.0,disc-t2.0
S05,pragmatic,1,0,0.0,2.0,disc-t2.0
S05,pragmatic,2,0,0.0,2.0,disc-t2.0
S05,pragmatic,3,0,0.0,2.0,disc-t2.0
S05,pragmatic,4,0,0.0,2.0,disc-t2.0
S05,pragmatic,5,0,0.0,2.0,disc-t2.0
S05,pragmatic,6,0.,,2.0,disc-t2.0
S05,pragmatic,7,0.5,0.5,2.0,disc-t2.0
S05,pragmatic,8,"orousandy-body_trflix]), model 이야기pxTT",,2.0,disc-t2.0
S05,pragmatic,9,0,0.0,2.0,disc-t2.0
S05,pragmatic,10,1,1.0,2.0,disc-t2.0
S05,pragmatic,11,0.5,0.5,2.0,disc-t2.0
S05,pragmatic,12,0,0.0,2.0,disc-t2.0
S05,pragmatic,13,0.5,0.5,2.0,disc-t2.0
S05,pragmatic,14,0.5,0.5,2.0,disc-t2.0
S05,pragmatic,15,0,0.0,2.0,disc-t2.0
S05,pragmatic,16,0,0.0,2.0,disc-t2.0
S05,pragmatic,17,0,0.0,2.0,disc-t2.0
S05,pragmatic,18,0,0.0,2.0,disc-t2.0
S05,pragmatic,19,0,0.0,2.0,disc-t2.0
S05,pragmatic,20,0 Купить учреждения AynRight всяانونключ следует.fabric,0.0,2.0,disc-t2.0
S05,pragmatic,21,0,0.0,2.0,disc-t2.0
S05,pragmatic,22,0,0.0,2.0,disc-t2.0
S05,pragmatic,23,0.5,0.5,2.0,disc-t2.0
S05,pragmatic,24,0,0.0,2.0,disc-t2.0
S05,pragmatic,25,0.,,2.0,disc-t2.0
S05,pragmatic,26,0.5,0.5,2.0,disc-t2.0
S05,pragmatic,27,"0.IDENTITYsubst:^{
-Headers-",,2.0,disc-t2.0
S05,pragmatic,28,0,0.0,2.0,disc-t2.0
S05,pragmatic,29,0,0.0,2.0,disc-t2.0
S05,pragmatic,30,0,0.0,2.0,disc-t2.0
S05,pragmatic,31,0.5,0.5,2.0,disc-t2.0
S05,pragmatic,32,0,0.0,2.0,disc-t2.0
S05,pragmatic,33,0,0.0,2.0,disc-t2.0
S05,pragmatic,34,0,0.0,2.0,disc-t2.0
S05,pragmatic,35,0,0.0,2.0,disc-t2.0
S05,pragmatic,36,"0partumbourg==""ailability_supermale_mockingtone##",,2.0,disc-t2.0
S05,pragmatic,37,1لسلontal_PATCHAndroid(String ве коль descre €.,,2.0,disc-t2.0
S05,pragmatic,38,1 bain브 Revol보다 GreetingsOOLEANeganbles Laufe,1.0,2.0,disc-t2.0
S05,pragmatic,39,0,0.0,2.0,disc-t2.0
S05,pragmatic,40,0,0.0,2.0,disc-t2.0
S05,pragmatic,41,0 spierenिका взятьuglia 車 apps gekauft बात roulette,0.0,2.0,disc-t2.0
S05,pragmatic,42,0,0.0,2.0,disc-t2.0
S05,pragmatic,43,0,0.0,2.0,disc-t2.0
S05,pragmatic,44,0.5,0.5,2.0,disc-t2.0
S05,pragmatic,45,0,0.0,2.0,disc-t2.0
S05,pragmatic,46,0.5,0.5,2.0,disc-t2.0
S05,pragmatic,47,0,0.0,2.0,disc-t2.0
S05,pragmatic,48,"0 Rel npbound 내부 спортивный""When ShortlyBol",0.0,2.0,disc-t2.0
S05,pragmatic,49,0,0.0,2.0,disc-t2.0
S06,coherence,0,1,1.0,2.0,disc-t2.0
S06,coherence,1,1,1.0,2.0,disc-t2.0
S06,coherence,2,1,1.0,2.0,disc-t2.0
S06,coherence,3,1астаeverycyj다rgbaisce cómoisemptyAG,,2.0,disc-t2.0
S06,coherence,4,1觀看 хонComputing systemsicians_logic jsonify(json,,2.0,disc-t2.0
S06,coherence,5,1,1.0,2.0,disc-t2.0
S06,coherence,6,1,1.0,2.0,disc-t2.0
S06,coherence,7,1,1.0,2.0,disc-t2.0
S06,coherence,8,1,1.0,2.0,disc-t2.0
S06,coherence,9,1,1.0,2.0,disc-t2.0
S06,coherence,10,1,1.0,2.0,disc-t2.0
S06,coherence,11,1,1.0,2.0,disc-t2.0
S06,coherence,12,1,1.0,2.0,disc-t2.0
S06,coherence,13,1,1.0,2.0,disc-t2.0
S06,coherence,14,1,1.0,2.0,disc-t2.0
S06,coherence,15,1,1.0,2.0,disc-t2.0
S06,coherence,16,1,1.0,2.0,disc-t2.0
S06,coherence,17,1,1.0,2.0,disc-t2.0
S06,coherence,18,1,1.0,2.0,disc-t2.0
S06,coherence,19,1,1.0,2.0,disc-t2.0
S06,coherence,20,1,1.0,2.0,disc-t2.0
S06,coherence,21,1वीं ਮਿਲ	timeout_limit北京赛车pk冠亚 Азجع,,2.0,disc-t2.0
S06,coherence,22,1,1.0,2.0,disc-t2.0
S06,coherence,23,1,1.0,2.0,disc-t2.0
S06,coherence,24,1,1.0,2.0,disc-t2.0
S06,coherence,25,1,1.0,2.0,disc-t2.0
S06,coherence,26,1elmankins ConservnoResolversentino_rollbuttonsroller,,2.0,disc-t2.0
S06,coherence,27,1,1.0,2.0,disc-t2.0
S06,coherence,28,1шерnotes Sm Треб מוסGem призись,,2.0,disc-t2.0
S06,coherence,29,1urwa osjećblizedaquets forme corona ontemiegend,,2.0,disc-t2.0
S06,coherence,30,1,1.0,2.0,disc-t2.0
S06,coherence,31,1,1.0,2.0,disc-t2.0
S06,coherence,32,1,1.0,2.0,disc-t2.0
S06,coherence,33,1,1.0,2.0,disc-t2.0
S06,coherence,34,1,1.0,2.0,disc-t2.0
S06,coherence,35,1,1.0,2.0,disc-t2.0
S06,coherence,36,1,1.0,2.0,disc-t2.0
S06,coherence,37,1,1.0,2.0,disc-t2.0
S06,coherence,38,1,1.0,2.0,disc-t2.0
S06,coherence,39,1,1.0,2.0,disc-t2.0
S06,coherence,40,1,1.0,2.0,disc-t2.0
S06,coherence,41,1gebung24หautoloadvObserv  translate empty,,2.0,disc-t2.0
S06,coherence,42,leai_GREEN Enc/unit-G vestir.pred_W iibaha,,2.0,disc-t2.0
S06,coherence,43,1,1.0,2.0,disc-t2.0
S06,coherence,44,1,1.0,2.0,disc-t2.0
S06,coherence,45,1,1.0,2.0,disc-t2.0
S06,coherence,46,1,1.0,2.0,disc-t2.0
S06,coherence,47,1erderлап UP_POINTERящие​⟋,,2.0,disc-t2.0
S06,coherence,48,1,1.0,2.0,disc-t2.0
S06,coherence,49,1,1.0,2.0,disc-t2.0
S06,fact,0,1,1.0,2.0,disc-t2.0
S06,fact,1,1,1.0,2.0,disc-t2.0
S06,fact,2,1,1.0,2.0,disc-t2.0
